Sb,Sd,Added,gr,timediv,timecycle,score,Replica
0.6635937537777696,1.8436570992636572,0.6635937537777696,0.8174690290704639,2.125,1.0900075902639301,0.9060111310434545,1.0
0.9243247948178295,1.9029162776752786,0.9243247948178295,0.7220793519927852,3.25,0.8720060722111442,0.9930838819141662,1.0
0.9366850513544401,2.543434852064772,0.9366850513544401,0.6659490994586554,4.5,1.3080091083167165,0.9964263041886658,1.0
1.3430236674883107,2.0907108200167683,1.3430236674883107,0.5901074309184356,5.625,0.6540045541583582,0.9992235399575358,1.0
0.7418981728569488,1.665296814256953,0.7418981728569488,0.4620266588253156,9.125,1.5260106263695024,0.9618108881218224,1.0
0.688510683487278,1.6908466664727335,0.688510683487278,0.5134021905417732,10.875,1.5260106263695024,0.9641208010212273,1.0
0.9964376129242414,1.8738771657671767,0.9964376129242414,0.6315783826055501,12.25,0.8720060722111442,0.9759088120172122,1.0
0.9658217862989944,2.035021856924824,0.9658217862989944,0.5962260058901607,13.375,1.0900075902639301,0.9643512605348119,1.0
0.805723167966994,1.5479113112801668,0.805723167966994,0.6529215406051875,1.75,0.8720060722111442,0.9279473528715206,1.0
0.7466684194211896,1.625260959991376,0.7466684194211896,0.7778024690171315,2.75,0.8720060722111442,0.9922166750848556,1.0
0.7237912168233057,1.8032138189206384,0.7237912168233057,0.7302582644526792,3.875,1.0900075902639301,0.996562205124921,1.0
0.8790600473878192,1.8054340150356687,0.8790600473878192,0.7197030847577963,5.0,0.8720060722111442,0.9912837968486325,1.0
0.938279888977903,1.922158447165701,0.938279888977903,0.7171557312248953,6.0,0.8720060722111442,0.9821175114583918,1.0
0.9950935086704877,2.21955323251797,0.9950935086704877,0.6417795973550342,7.125,1.0900075902639301,0.9940670942085771,1.0
1.177140038134109,2.3714157458396876,1.177140038134109,0.5603194702699917,8.375,1.0900075902639301,0.9916225914859514,1.0
1.3284382986539576,2.458059694449001,1.3284382986539576,0.4922946046887049,9.625,1.0900075902639301,0.9992330093663285,1.0
