Sb,Sd,Added,gr,timediv,timecycle,score,Replica
0.9525403988110811,1.8590889170689466,0.9525403988110811,0.026748371904694482,27.5,0.9761550837174977,0.9989521381832724,1.0
0.8160598940377112,1.625119980560181,0.8160598940377112,0.027553966976103954,52.5,0.9761550837174977,0.9519563791988773,1.0
0.8981258931590292,1.7292000809959618,0.8981258931590292,0.018717255666573725,82.5,1.366617117204497,0.8480174838510142,1.0
0.889584357422686,1.9500234036063457,0.889584357422686,0.03139369255303482,112.5,0.9761550837174977,0.9869021891932965,1.0
0.7872851081581579,2.7231561893525886,0.7872851081581579,0.031023909884715185,145.0,1.5618481339479964,0.9634504548140977,1.0
0.8678126758591909,1.4462196108075493,0.8678126758591909,0.03404882571555378,17.5,0.5856930502304987,0.9389492290876778,1.0
0.6218264391371953,1.8105938879056442,0.6218264391371953,0.03562497227542329,40.0,1.1713861004609973,0.8750381475839477,1.0
0.7136180811529221,1.7831461189178794,0.7136180811529221,0.030526221559393052,70.0,1.1713861004609973,0.9082937049069771,1.0
0.9762772879865497,2.137081274974046,0.9762772879865497,0.013057493904433027,65.0,2.3427722009219947,0.9427651866113538,1.0
1.3679926955051698,1.8524106149930446,1.3679926955051698,0.015157167318249396,105.0,0.7809240669739982,0.927249363459063,1.0
0.9240522142063058,1.9470104695640669,0.9240522142063058,0.024842726790376447,130.0,1.1713861004609973,0.9824148089905216,1.0
0.9183845941094897,1.707509326563085,0.9183845941094897,0.024806992113119906,157.5,0.9761550837174977,0.9763682923169584,1.0
0.7070101128706991,2.226330814818655,0.7070101128706991,0.03823550550349494,185.0,1.1713861004609973,0.9032696092117621,1.0
1.339514908965744,2.398022653674486,1.339514908965744,0.02329347853106618,102.5,0.9761550837174977,0.978316214712,1.0
1.1320917085202153,1.939981026349981,1.1320917085202153,0.017953706723404184,130.0,1.1713861004609973,0.9556491215194362,1.0
1.0409383474171678,2.0688133043909933,1.0409383474171678,0.03434262982445135,155.0,0.7809240669739982,0.9975479015262161,1.0
0.9534845332298925,1.8702935584187446,0.9534845332298925,0.0449151651186447,172.5,0.5856930502304987,0.9899001207271458,1.0
0.8901322419593105,2.3470818470490484,0.8901322419593105,0.02770165800382359,197.5,1.366617117204497,0.9826463899518263,1.0
1.3687230567696738,1.743801450254515,1.3687230567696738,0.016145949455831185,222.5,0.5856930502304987,0.9846844474647599,1.0
0.8447391446234574,1.6814708942810528,0.8447391446234574,0.03441981732710654,20.0,0.7809240669739982,0.800701566695071,1.0
0.7150878054088926,1.6612109866766407,0.7150878054088926,0.024082765300338385,47.5,1.366617117204497,0.9892556906759475,1.0
0.8620461305209889,2.147265863588652,0.8620461305209889,0.026075481016130886,82.5,1.366617117204497,0.9880225655269846,1.0
0.8965188306163419,2.4488568283702614,0.8965188306163419,0.022330162145898787,122.5,1.7570791506914958,0.8400080601422302,1.0
1.4726025008791457,2.3241791564322836,1.4726025008791457,0.030422378765310665,152.5,0.5856930502304987,0.9999691164386614,1.0
0.744613320178376,1.6478330192841957,0.744613320178376,0.03177405327073856,22.5,0.9761550837174977,0.9732805632540896,1.0
0.7071424208679707,2.2275561202186727,0.7071424208679707,0.02868570659341943,55.0,1.5618481339479964,0.9688034013786795,1.0
0.923929372969864,2.129764941895166,0.923929372969864,0.041756563207777826,85.0,0.7809240669739982,0.9981864452618366,1.0
0.9390825919372489,2.9219701198042887,0.9390825919372489,0.02063836242988699,122.5,2.147541184178495,0.94681297685854,1.0
1.3627589078776043,2.156535533243077,1.3627589078776043,0.030599450707432176,160.0,0.7809240669739982,0.9979456690000769,1.0
1.0727963327432497,2.0833356258762157,1.0727963327432497,0.03318508204590539,180.0,0.7809240669739982,0.9999448652345011,1.0
0.7363073027740341,1.824600328346408,0.7363073027740341,0.022686717033414287,55.0,1.5618481339479964,0.8358959460383736,1.0
0.7373868002802216,1.543171053698587,0.7373868002802216,0.029539284752187794,87.5,0.9761550837174977,0.9598672865593044,1.0
0.7318692892413156,2.0993162600053568,0.7318692892413156,0.026344126220390424,120.0,1.5618481339479964,0.960993052125086,1.0
0.9570832156541837,2.368796327211709,0.9570832156541837,0.022656172098056104,160.0,1.5618481339479964,0.9978108099719428,1.0
0.9773384664881977,1.9240665411947409,0.9773384664881977,0.022578772963956054,195.0,1.1713861004609973,0.9804979257069999,1.0
0.9038335776105931,1.8873114620384057,0.9038335776105931,0.036813167029564914,20.0,0.7809240669739982,0.9242941786333164,1.0
0.9356075430618205,3.236743542565372,0.9356075430618205,0.024822538539010452,55.0,1.9523101674349954,0.9949641877621492,1.0
1.4069056270564637,1.9765268369508822,1.4069056270564637,0.03399484796728691,85.0,0.3904620334869991,1.0,1.0
0.8535849706967769,1.4489054351294286,0.8535849706967769,0.015117673861728853,127.5,1.366617117204497,0.8022009489096682,1.0
0.9014250562361421,1.8716955751589537,0.9014250562361421,0.0292249246725309,27.5,0.9761550837174977,0.9822488120457213,1.0
0.9534224309899364,1.8445056649205276,0.9534224309899364,0.010998475307047458,95.0,2.3427722009219947,0.8155591965119754,1.0
0.9689008302466754,2.169666127482469,0.9689008302466754,0.04030831560536778,135.0,0.7809240669739982,0.9994193204610411,1.0
1.0449026346060037,2.479054012385917,1.0449026346060037,0.028798444411298,160.0,1.1713861004609973,0.8912475974554136,1.0
