Sb,Sd,Added,gr,timediv,timecycle,score,Replica
16.457476105939865,31.066655476782266,14.609179370842401,0.6353552243396259,1.1666666666666667,1.0,0.9836959193219017,1.0
12.626816117221937,31.408781280940776,18.781965163718837,0.5467588180564594,2.5,1.6666666666666667,0.9719069925397845,1.0
17.61276761004864,38.564984093122405,20.952216483073766,0.3358802766352543,7.166666666666667,2.333333333333334,0.9994065334995013,1.0
22.051274527190174,40.57255394513195,18.521279417941777,0.45729106867230473,9.0,1.3333333333333321,0.988389439138936,1.0
18.24716227283713,35.61328967436073,17.3661274015236,0.40122557857041735,1.8333333333333333,1.6666666666666665,0.9989521381832724,1.0
15.632698969457255,31.131307433389853,15.498608463932598,0.4133095046415593,3.5,1.6666666666666665,0.9519563791988773,1.0
17.20478095665515,33.125098441514375,15.920317484859225,0.2807588349986059,5.5,2.333333333333334,0.8480174838510142,1.0
17.04115662236463,37.35525918464724,20.31410256228261,0.47090538829552236,7.5,1.666666666666667,0.9869021891932968,1.0
15.08148015714682,52.165633020308846,37.084152863162025,0.46535864827072776,9.666666666666668,2.666666666666666,0.9634504548140977,1.0
27.604238305277185,38.614775565317025,11.01053726003984,0.25174925038034884,1.6666666666666667,1.3333333333333335,0.9470054997887971,1.0
20.313423340915907,44.862203787393156,24.54878044647725,0.33956303054328263,3.5,2.3333333333333335,0.9483258563945471,1.0
29.999664786496396,39.724969463329856,9.72530467683346,0.2105953019284744,9.333333333333332,1.333333333333334,0.9433318586212214,1.0
17.46310950099156,34.55353503895771,17.09042553796615,0.4094515405181799,3.166666666666667,1.6666666666666665,0.9225121742169142,1.0
18.742466701995202,33.41685719326044,14.674390491265239,0.34696114995419847,4.833333333333334,1.666666666666667,0.872057840188498,1.0
13.01631961070238,31.769654312371784,18.753334701669402,0.44615382122247504,8.0,2.0,0.9823674321648241,1.0
16.354569464648108,46.879657409939675,30.525087945291567,0.3949036879413376,10.333333333333332,2.666666666666666,0.9897342625895819,1.0
